1	22/04/2020	POZ
3	23/04/2020	POZ
1	24/04/2020	POZ
2	28/04/2020	POZ
3	04/05/2020	POZ
2	05/05/2020	POZ
1	06/05/2020	POZ
2	07/05/2020	POZ
2	13/05/2020	POZ
1	15/05/2020	POZ
2	25/05/2020	POZ
1	26/05/2020	POZ
1	27/05/2020	POZ
5	28/05/2020	POZ
2	29/05/2020	POZ
1	01/06/2020	POZ
1	10/06/2020	POZ
2	12/06/2020	POZ
6	15/06/2020	POZ
5	17/06/2020	POZ
3	22/06/2020	POZ
1	26/06/2020	POZ
2	22/07/2020	POZ
2	23/07/2020	POZ
4	24/07/2020	POZ
2	27/07/2020	POZ
1	29/07/2020	POZ
2	31/07/2020	POZ
5	03/08/2020	POZ
1	05/08/2020	POZ
5	06/08/2020	POZ
2	07/08/2020	POZ
2	10/08/2020	POZ
2	11/08/2020	POZ
2	12/08/2020	POZ
2	13/08/2020	POZ
4	14/08/2020	POZ
3	18/08/2020	POZ
1	19/08/2020	POZ
4	20/08/2020	POZ
1	21/08/2020	POZ
2	24/08/2020	POZ
1	26/08/2020	POZ
1	27/08/2020	POZ
2	28/08/2020	POZ
5	31/08/2020	POZ
2	01/09/2020	POZ
1	03/09/2020	POZ
1	04/09/2020	POZ
11	07/09/2020	POZ
2	08/09/2020	POZ
15	09/09/2020	POZ
5	10/09/2020	POZ
13	11/09/2020	POZ
16	14/09/2020	POZ
31	15/09/2020	POZ
9	16/09/2020	POZ
14	17/09/2020	POZ
6	18/09/2020	POZ
12	21/09/2020	POZ
7	22/09/2020	POZ
31	23/09/2020	POZ
33	24/09/2020	POZ
22	25/09/2020	POZ
30	29/09/2020	POZ
35	30/09/2020	POZ
7	01/10/2020	POZ
33	02/10/2020	POZ
49	05/10/2020	POZ
40	06/10/2020	POZ
47	07/10/2020	POZ
56	08/10/2020	POZ
66	09/10/2020	POZ
61	12/10/2020	POZ
79	13/10/2020	POZ
67	14/10/2020	POZ
63	15/10/2020	POZ
77	16/10/2020	POZ
102	19/10/2020	POZ
100	20/10/2020	POZ
107	21/10/2020	POZ
98	22/10/2020	POZ
33	23/10/2020	POZ
101	26/10/2020	POZ
80	27/10/2020	POZ
24	28/10/2020	POZ
95	29/10/2020	POZ
68	30/10/2020	POZ
1	01/11/2020	POZ
75	02/11/2020	POZ
73	03/11/2020	POZ
98	04/11/2020	POZ
99	05/11/2020	POZ
106	06/11/2020	POZ
68	09/11/2020	POZ
69	10/11/2020	POZ
59	11/11/2020	POZ
59	12/11/2020	POZ
47	13/11/2020	POZ
74	16/11/2020	POZ
62	18/11/2020	POZ
44	19/11/2020	POZ
41	20/11/2020	POZ
44	23/11/2020	POZ
30	24/11/2020	POZ
13	25/11/2020	POZ
20	26/11/2020	POZ
23	27/11/2020	POZ
17	30/11/2020	POZ
40	01/12/2020	POZ
20	02/12/2020	POZ
21	03/12/2020	POZ
18	04/12/2020	POZ
38	07/12/2020	POZ
33	08/12/2020	POZ
22	09/12/2020	POZ
26	10/12/2020	POZ
33	11/12/2020	POZ
35	14/12/2020	POZ
55	15/12/2020	POZ
52	16/12/2020	POZ
45	17/12/2020	POZ
48	18/12/2020	POZ
1	19/12/2020	POZ
57	21/12/2020	POZ
55	22/12/2020	POZ
36	23/12/2020	POZ
52	28/12/2020	POZ
45	29/12/2020	POZ
